CBF,ATT,PLD,Selected,Signal_Amplitude,Norm_Signal,Slope_dS_dPLD,Abs_Slope,Curve_Max_PLD,Dist_to_Max,Curve_Region,Sens_CBF,Sens_ATT
80.0,0.5,1.525,True,554.5803256062798,0.645648525676221,-461.7478862471471,461.7478862471471,1.0,0.5249999999999999,post-maximum/decay,6.932254070078443,128.0685833605594
80.0,0.5,2.025,False,365.6018833494512,0.42563774095477935,-304.9117472269754,304.9117472269754,1.0,1.025,post-maximum/decay,4.5700235418681245,84.42801360349449
80.0,0.5,2.525,True,241.01961598176135,0.280597692584122,-201.34618125191628,201.34618125191628,1.0,1.525,late decay,3.0127451997719987,55.65837689453815
80.0,0.5,3.025,True,158.88992353048533,0.18498139969194702,-132.18256537258821,132.18256537258821,1.0,2.025,late decay,1.98612404413106,36.692263459888466
80.0,0.5,3.525,False,104.74669332073742,0.12194725450827926,-87.28576385757333,87.28576385757333,1.0,2.525,late decay,1.309333666509211,24.189030886778085
80.0,0.5,4.025,False,69.05327611617551,0.08039258491325188,-57.638498320291546,57.638498320291546,1.0,3.0250000000000004,late decay,0.8631659514521886,15.946391965737234
80.0,1.0,1.525,True,622.4563497622455,0.6456485257581872,-518.2619911184738,518.2619911184738,1.0,0.5249999999999999,post-maximum/decay,7.780704372028026,143.7431139135458
80.0,1.0,2.025,False,410.34851628953055,0.4256377410088148,-342.23041174610626,342.23041174610626,1.0,1.025,post-maximum/decay,5.129356453619096,94.76130100334103
80.0,1.0,2.525,True,270.5184144805272,0.2805976926197444,-225.98928096416785,225.98928096416785,1.0,1.525,late decay,3.381480181006566,62.470499792057694
80.0,1.0,3.025,True,178.33673004296762,0.18498139971543068,-148.36061314307335,148.36061314307335,1.0,2.025,late decay,2.229209125537068,41.18309165185252
80.0,1.0,3.525,False,117.5668183014124,0.12194725452376072,-97.96881614507038,97.96881614507038,1.0,2.525,late decay,1.4695852287676416,27.149567294169685
